time,is_stable,stable_temp
2018-10-03T16:46:07.346553Z,TRUE,90.8
2018-10-03T16:48:38.443698Z,FALSE,90.5
2018-10-03T16:52:55.522563Z,TRUE,88
2018-10-03T16:56:48.143132Z,FALSE,88.2
2018-10-03T16:59:22.553457Z,TRUE,89.8
