"","time","price"
"1",2018-11-10 19:33:56.597352,160
"2",2018-11-10 19:34:56.213773,160
"3",2018-11-10 19:35:19.166155,160
"4",2018-11-10 19:35:31.836961,160
"5",2018-11-10 19:35:42.874196,160
"6",2018-11-10 19:35:48.809451,160
"7",2018-11-10 19:35:53.374661,160
"8",2018-11-10 19:36:10.434274,160
"9",2018-11-10 19:36:15.185975,160
"10",2018-11-10 19:36:18.633588,160
"11",2018-11-10 19:36:35.814268,160
"12",2018-11-10 19:36:40.558074,160
"13",2018-11-10 19:36:55.932552,160
"14",2018-11-10 19:37:07.256319,160
"15",2018-11-10 19:37:12.348990,160
"16",2018-11-10 19:37:27.952425,160
"17",2018-11-10 19:37:58.470664,160
"18",2018-11-10 19:38:09.320359,160
"19",2018-11-10 19:38:47.987246,160
"20",2018-11-10 19:39:02.227142,160
"21",2018-11-10 19:39:04.733593,120
"22",2018-11-10 19:39:06.804486,120
"23",2018-11-10 19:39:13.753674,120
"24",2018-11-10 19:39:27.613399,120
"25",2018-11-10 19:39:28.874043,120
"26",2018-11-10 19:39:31.171829,120
"27",2018-11-10 19:39:41.147434,120
"28",2018-11-10 19:39:41.460419,120
"29",2018-11-10 19:39:48.422563,120
"30",2018-11-10 19:39:55.962184,120
"31",2018-11-10 19:39:57.401711,120
"32",2018-11-10 19:40:06.375003,120
"33",2018-11-10 19:40:09.443876,120
"34",2018-11-10 19:40:13.296536,120
"35",2018-11-10 19:40:14.930979,120
"36",2018-11-10 19:40:18.332662,120
"37",2018-11-10 19:40:20.027714,120
"38",2018-11-10 19:40:40.202384,120
"39",2018-11-10 19:40:44.111212,120
"40",2018-11-10 19:40:45.477132,120
"41",2018-11-10 19:40:47.786943,120
"42",2018-11-10 19:40:53.579762,120
"43",2018-11-10 19:41:00.667061,120
"44",2018-11-10 19:41:02.794079,120
"45",2018-11-10 19:41:12.005505,120
"46",2018-11-10 19:41:15.669497,120
"47",2018-11-10 19:41:28.994210,120
"48",2018-11-10 19:41:35.147521,120
"49",2018-11-10 19:41:36.114722,120
"50",2018-11-10 19:41:38.447597,120
"51",2018-11-10 19:41:39.873497,120
"52",2018-11-10 19:41:45.259197,120
"53",2018-11-10 19:41:48.819084,120
"54",2018-11-10 19:41:54.560283,120
"55",2018-11-10 19:41:58.710213,120
"56",2018-11-10 19:41:59.264179,120
"57",2018-11-10 19:42:00.869321,120
"58",2018-11-10 19:42:01.792587,120
"59",2018-11-10 19:42:01.960681,120
"60",2018-11-10 19:42:16.373369,120
"61",2018-11-10 19:42:18.305509,120
"62",2018-11-10 19:42:24.666449,120
"63",2018-11-10 19:42:31.354155,120
"64",2018-11-10 19:42:33.616507,120
"65",2018-11-10 19:42:35.006082,120
"66",2018-11-10 19:42:48.525916,120
"67",2018-11-10 19:42:52.926197,120
"68",2018-11-10 19:42:52.948142,120
"69",2018-11-10 19:42:56.909862,120
"70",2018-11-10 19:43:03.158526,120
"71",2018-11-10 19:43:11.290887,120
"72",2018-11-10 19:43:17.710835,120
"73",2018-11-10 19:43:25.790749,120
"74",2018-11-10 19:43:35.737462,120
"75",2018-11-10 19:43:51.216142,120
"76",2018-11-10 19:43:52.366385,120
"77",2018-11-10 19:43:52.944655,120
"78",2018-11-10 19:44:00.987025,120
